Model,instance,n,p,d,Plants,Clusters,Time,obj,lproot,MIPGAP,Nodes,Median,Envy,IntraEnvy,ValidInequalities,IntraEnvyNew
IntraEnvy_M2,blb028,30,5,3,"[1, 3, 6, 8, 25]","[[1, 2, 28], [3, 5, 7, 12, 13, 15, 17, 23, 29], [6, 14, 18, 21, 24, 27], [8, 9, 10, 11, 19, 22], [0, 4, 16, 20, 25, 26]]",42.99040318,1581.04,0,0,28147,710.17,8450.65,1581.04,0,5037.91
IntraEnvy_M2,blb028,30,7,3,"[1, 8, 12, 24, 25, 27, 29]","[[1, 2, 28], [8, 9, 10, 11, 19, 22], [3, 7, 12, 13, 17, 23], [14, 21, 24], [0, 4, 16, 25, 26], [6, 18, 20, 27], [5, 15, 29]]",84.43940091,848.35,0,0,77167,518.19,6965.85,848.35,0,3724.05
IntraEnvy_M2,blb028,30,10,3,"[1, 10, 11, 13, 16, 18, 20, 23, 24, 29]","[[1, 2, 28], [9, 10, 19], [8, 11, 22], [3, 13, 17], [0, 16, 25], [6, 18, 27], [4, 20, 26], [7, 12, 23], [14, 21, 24], [5, 15, 29]]",62.11216903,347.02,0,0,77816,263.2,4139.24,347.02,0,2071.98
IntraEnvy_M2,blb028,30,15,3,"[1, 9, 10, 11, 12, 13, 16, 18, 20, 22, 23, 24, 26, 28, 29]","[[1, 2], [9], [10, 19], [8, 11], [12], [3, 13, 17], [0, 16, 25], [6, 18, 27], [4, 20], [22], [7, 23], [14, 21, 24], [26], [28], [5, 15, 29]]",145.8980639,183.08,0,0,254009,159.76,3049.88,183.08,0,1606.07
IntraEnvy_M2,blb028,30,20,3,"[2, 3, 4, 5, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 26, 28]","[[1, 2], [3], [4], [5], [9], [8, 11], [12], [13, 17], [14], [15, 29], [0, 16], [6, 18, 27], [10, 19], [20], [21, 24], [22], [7, 23], [25], [26], [28]]",31.32947707,87.84,0,0,44653,86.54,1981.88,87.84,0,763.34
IntraEnvy_M2,blb029,30,2,3,"[3, 5]","[[0, 1, 3, 7, 8, 9, 10, 12, 13, 15, 18, 21, 22, 24, 25, 26], [2, 4, 5, 6, 11, 14, 16, 17, 19, 20, 23, 27, 28, 29]]",3.212790012,6083.45,0,0,391,1610.63,14321.79,6083.45,0,9531.28
IntraEnvy_M2,blb029,30,3,3,"[3, 6, 13]","[[1, 3, 4, 8, 11, 12, 17, 21, 23, 25, 26], [2, 5, 6, 14, 16, 19, 20, 27, 28, 29], [0, 7, 9, 10, 13, 15, 18, 22, 24]]",5.995737076,3829.08,0,0,2239,1237.93,12583.93,3829.08,0,6435.75
IntraEnvy_M2,blb029,30,5,3,"[4, 5, 8, 13, 29]","[[4, 17, 21], [2, 5, 6, 11, 14, 16, 19, 23, 28], [1, 3, 8, 12, 25, 26], [0, 7, 9, 10, 13, 15, 18, 22, 24], [20, 27, 29]]",18.80727696,1695.01,0,0,15590,754.69,8521.55,1695.01,0,6250.21
IntraEnvy_M2,blb029,30,7,3,"[4, 5, 12, 18, 22, 25, 29]","[[4, 17, 21], [2, 5, 6, 11, 14, 16, 19, 23, 28], [1, 12, 26], [0, 15, 18], [7, 9, 10, 13, 22, 24], [3, 8, 25], [20, 27, 29]]",42.87348199,811.56,0,0,27445,485.14,5591.78,811.56,0,3963.58
IntraEnvy_M2,blb029,30,10,3,"[4, 7, 11, 12, 14, 16, 18, 22, 25, 29]","[[4, 17, 21], [7, 9, 10], [2, 11, 23], [1, 12, 26], [14, 19, 28], [5, 6, 16], [0, 15, 18], [13, 22, 24], [3, 8, 25], [20, 27, 29]]",65.33409405,332.74,0,0,92397,285.94,3955.22,332.74,0,2114.08
IntraEnvy_M2,blb029,30,15,3,"[4, 7, 10, 11, 12, 13, 14, 16, 18, 20, 21, 22, 25, 26, 27]","[[4, 17], [7, 9], [10], [2, 11, 23], [1, 12], [13], [14, 19, 28], [5, 6, 16], [0, 15, 18], [20, 29], [21], [22, 24], [3, 8, 25], [26], [27]]",278.8967681,198.2,0,0,516141,184.8,3201.06,198.2,0,1446.38
IntraEnvy_M2,blb029,30,20,3,"[0, 1, 5, 7, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 23, 24, 25, 26, 27, 29]","[[0], [1, 12], [5], [7, 9], [10], [2, 11], [13], [14, 19, 28], [15, 18], [6, 16], [4, 17], [20], [21], [22], [23], [24], [3, 8, 25], [26], [27], [29]]",66.51745415,107.9399855,0,0,101306,106.74,2262.74,107.94,0,872.84
IntraEnvy_M2,blb030,30,2,3,"[10, 16]","[[0, 2, 3, 5, 8, 9, 10, 14, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29], [1, 4, 6, 7, 11, 12, 13, 15, 16, 20, 22, 27]]",3.297716141,5661.99,0,0,441,1736.81,17872.37,5661.99,0,12588.29
IntraEnvy_M2,blb030,30,3,3,"[1, 10, 12]","[[1, 4, 13, 15, 27], [0, 2, 3, 5, 8, 9, 10, 14, 17, 18, 19, 21, 23, 24, 25, 26, 28, 29], [6, 7, 11, 12, 16, 20, 22]]",6.523672104,3721.35,0,0,3705,1441.31,14706.11,3721.35,0,10506.79
IntraEnvy_M2,blb030,30,5,3,"[0, 1, 6, 10, 11]","[[0, 8, 9, 17, 24], [1, 4, 12, 13, 15, 27], [2, 6, 20, 21, 22], [3, 5, 10, 14, 18, 19, 23, 25, 26, 28, 29], [7, 11, 16]]",40.08715296,1612.2,0,0,24450,883.75,9922.97,1612.2,0,5970.38
IntraEnvy_M2,blb030,30,7,3,"[1, 2, 5, 11, 14, 22, 24]","[[1, 4, 12, 13, 15, 27], [2, 19, 21], [3, 5, 28], [7, 11, 16], [14, 18, 23, 25], [6, 20, 22], [0, 8, 9, 10, 17, 24, 26, 29]]",72.110955,832.53,0,0,57595,476.88,6198.46,832.53,0,4494.82
IntraEnvy_M2,blb030,30,10,3,"[0, 2, 4, 5, 11, 22, 23, 24, 27, 29]","[[0, 10, 17], [2, 19, 21], [4, 13, 15], [3, 5, 28], [7, 11, 16], [6, 20, 22], [14, 23, 25], [8, 9, 24], [1, 12, 27], [18, 26, 29]]",63.55201292,298.3,0,0,65642,277.73,3693.47,298.3,0,2395.04
IntraEnvy_M2,blb030,30,15,3,"[0, 1, 2, 4, 5, 7, 12, 13, 16, 18, 22, 23, 24, 26, 27]","[[0, 10, 17], [1], [2, 19, 21], [4, 15], [3, 5, 28], [7, 11], [12], [13], [16], [18], [6, 20, 22], [14, 23, 25], [8, 9, 24], [26, 29], [27]]",303.1353168,191.73,0,0,561390,180.55,3007.67,191.73,0,1801.96
IntraEnvy_M2,blb030,30,20,3,"[0, 1, 3, 4, 5, 7, 8, 9, 12, 13, 14, 16, 18, 19, 21, 22, 24, 25, 27, 29]","[[0, 10, 17], [1], [3], [4, 15], [5, 28], [7, 11], [8], [9], [12], [13], [14], [16], [18], [19], [2, 21], [6, 20, 22], [24], [23, 25], [27], [26, 29]]",79.33665085,112.08,0,0,125933,111.7,2363.64,112.08,0,1042.44
IntraEnvy_M2,blb031,40,2,2,"[19, 26]","[[0, 3, 8, 11, 14, 15, 16, 19, 29, 30, 35, 37, 38, 39], [1, 2, 4, 5, 6, 7, 9, 10, 12, 13, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36]]",11.27750182,7163.33,0,0,844,1546.11,16227.19,7163.33,0,12606.16
IntraEnvy_M2,blb031,40,3,2,"[10, 19, 26]","[[1, 2, 5, 7, 10, 18, 20, 21, 23, 24, 28, 32, 33], [0, 3, 8, 11, 14, 15, 16, 19, 29, 30, 35, 37, 38, 39], [4, 6, 9, 12, 13, 17, 22, 25, 26, 27, 31, 34, 36]]",79.94063687,3946.99,0,0,8556,1108.95,16217.55,3946.99,0,7448.66
IntraEnvy_M2,blb031,40,5,2,"[7, 19, 20, 25, 35]","[[1, 2, 5, 7, 10, 18, 21, 24, 32, 33], [0, 8, 11, 14, 16, 19, 37, 39], [12, 17, 20, 22, 23, 26, 27, 28, 31], [4, 6, 9, 13, 25, 34], [3, 15, 29, 30, 35, 36, 38]]",432.3164902,1692.39,0,0,112225,635.32,10026.08,1692.39,0,5103.42
IntraEnvy_M2,blb031,40,7,2,"[2, 19, 22, 25, 28, 32, 35]","[[2, 5, 10, 33], [0, 8, 11, 14, 16, 19, 37, 39], [12, 22, 31], [4, 6, 9, 13, 25, 34], [17, 20, 23, 26, 27, 28], [1, 7, 18, 21, 24, 32], [3, 15, 29, 30, 35, 36, 38]]",3065.142103,1044.21,0,0,776952,486.8,8323.52,1044.21,0,3866.28
IntraEnvy_M2,blb031,40,10,2,"[3, 5, 17, 19, 22, 25, 28, 30, 32, 37]","[[0, 3, 16, 29, 38], [2, 5, 33], [17, 26, 27], [11, 19, 39], [12, 22, 31], [4, 6, 9, 13, 25, 34], [10, 20, 23, 28], [15, 30, 35, 36], [1, 7, 18, 21, 24, 32], [8, 14, 37]]",7467.292354,474.66,0,0.507281904,2028823,288.95,5257.35,474.66,0,3308.79
IntraEnvy_M2,blb031,40,15,2,"[1, 4, 9, 15, 16, 17, 18, 19, 22, 23, 29, 33, 34, 35, 37]","[[1, 7, 10, 21, 24], [4, 6], [9, 13], [15, 30], [0, 16], [17, 26, 27], [18, 32], [11, 19, 39], [12, 22, 31], [20, 23, 28], [3, 29, 38], [2, 5, 33], [25, 34], [35, 36], [8, 14, 37]]",7632.53449,197.399991,0,0.432235705,2443935,162.34,3267.62,197.4,0,2095.09
IntraEnvy_M2,blb031,40,20,2,"[4, 7, 8, 9, 10, 12, 14, 15, 16, 19, 22, 23, 26, 27, 29, 32, 33, 34, 35, 36]","[[4, 6], [7, 21, 24], [8], [9, 13], [1, 10], [12], [14, 37], [15, 30], [0, 16], [11, 19, 39], [22, 31], [20, 23, 28], [26], [17, 27], [3, 29, 38], [18, 32], [2, 5, 33], [25, 34], [35], [36]]",7596.068907,123.7299874,0,0.442742205,3468090,114.77,2720.53,123.73,0,1557.29
IntraEnvy_M2,blb031,40,25,2,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 20, 22, 25, 26, 28, 29, 30, 32, 35, 36, 39]","[[0, 16], [2, 33], [4], [5], [6], [7, 21, 24], [8], [9], [1, 10], [11], [12], [13], [14, 37], [17, 27], [20, 23], [22, 31], [25, 34], [26], [28], [3, 29, 38], [15, 30], [18, 32], [35], [36], [19, 39]]",7200.30723,77,0,0.505032468,524722,75.89,2080.03,77,0,1199.37
IntraEnvy_M2,blb031,40,30,2,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 23, 25, 26, 28, 29, 30, 31, 32, 35, 36, 37, 38]","[[0], [1, 21], [2, 33], [4], [5], [6], [7, 24], [8], [9], [10], [11], [12], [13], [16], [17, 27], [18], [19, 39], [20], [23], [25, 34], [26], [28], [3, 29], [15, 30], [22, 31], [32], [35], [36], [14, 37], [38]]",7200.181478,41.59,0,0.320269296,154110,41.59,1311.11,41.59,0,634.53
IntraEnvy_M2,blb032,40,2,2,"[35, 36]","[[1, 2, 3, 5, 7, 10, 15, 19, 21, 25, 27, 28, 29, 30, 31, 35], [0, 4, 6, 8, 9, 11, 12, 13, 14, 16, 17, 18, 20, 22, 23, 24, 26, 32, 33, 34, 36, 37, 38, 39]]",207.1863501,6602.94,0,0,721,1362.96,17213,6602.94,0,14578.55
IntraEnvy_M2,blb032,40,3,2,"[32, 35, 36]","[[4, 6, 13, 16, 17, 20, 22, 23, 24, 32, 33, 39], [1, 2, 3, 5, 7, 10, 15, 19, 21, 25, 27, 28, 29, 30, 31, 35], [0, 8, 9, 11, 12, 14, 18, 26, 34, 36, 37, 38]]",509.747885,3337.93,0,0,4108,996.27,13749.35,3337.93,0,8768.08
IntraEnvy_M2,blb032,40,5,2,"[3, 4, 26, 27, 36]","[[1, 2, 3, 5, 7, 10, 19, 21, 25, 29, 30, 31, 35], [4, 16, 17, 20, 22, 23, 24, 32, 33, 39], [0, 9, 11, 14, 18, 26], [15, 27, 28], [6, 8, 12, 13, 34, 36, 37, 38]]",7200.144866,1504.63,0,0.368416155,54764,601.34,9914.92,1504.63,0,6206.14
IntraEnvy_M2,blb032,40,7,2,"[7, 12, 13, 26, 27, 29, 33]","[[1, 2, 3, 7, 10, 21, 25, 30, 31, 35], [12, 34, 38], [6, 8, 13, 20, 23, 24, 32, 36, 37], [0, 9, 11, 14, 18, 26], [15, 27, 28], [5, 19, 29], [4, 16, 17, 22, 33, 39]]",7200.162933,865.55,0,0.687133057,107119,405.2,7372.78,865.55,0,5177.59
IntraEnvy_M2,blb032,40,10,2,"[7, 12, 14, 16, 18, 21, 23, 27, 29, 37]","[[1, 2, 3, 7, 10, 30, 31], [12, 34, 38], [0, 14, 26], [4, 16, 17, 22, 33, 39], [9, 11, 18], [21, 25, 35], [13, 20, 23, 24, 32], [15, 27, 28], [5, 19, 29], [6, 8, 36, 37]]",7793.174112,401.02,0,0.659499982,217352,249.89,4717.67,401.02,0,3234.78
IntraEnvy_M2,blb032,40,15,2,"[1, 7, 12, 13, 14, 18, 20, 21, 24, 27, 29, 33, 36, 37, 39]","[[1, 10, 30], [2, 3, 7, 31], [12, 34, 38], [13], [0, 14, 26], [9, 11, 18], [20, 23, 32], [21, 25, 35], [4, 24], [15, 27, 28], [5, 19, 29], [16, 22, 33], [36], [6, 8, 37], [17, 39]]",7200.007452,177.79,0,0.504387198,506939,155.32,3390.12,177.79,0,1998.2
IntraEnvy_M2,blb032,40,20,2,"[3, 4, 6, 7, 10, 13, 14, 18, 20, 21, 24, 27, 29, 30, 33, 34, 36, 37, 38, 39]","[[2, 3], [4], [6], [7, 31], [10], [13], [0, 14, 26], [9, 11, 18], [20, 23, 32], [21, 25, 35], [24], [15, 27, 28], [5, 19, 29], [1, 30], [16, 22, 33], [34], [36], [8, 37], [12, 38], [17, 39]]",7416.479158,110.04,0,0.511359506,526177,100.61,2537.19,110.04,0,1355.02
IntraEnvy_M2,blb032,40,25,2,"[2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 21, 22, 23, 24, 27, 29, 30, 32, 34, 36, 37, 38, 39]","[[2, 3], [4], [6], [7, 31], [8], [9], [10], [11, 18], [12], [13], [0, 14, 26], [16, 33], [21, 25, 35], [22], [23], [24], [15, 27, 28], [5, 19, 29], [1, 30], [20, 32], [34], [36], [37], [38], [17, 39]]",7200.018671,63.07999803,0,0.387444496,438472,60.17,1700.41,63.08,0,1048.21
IntraEnvy_M2,blb032,40,30,2,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 27, 31, 32, 34, 36, 37, 38, 39]","[[0], [1, 30], [2, 3], [4], [5], [6], [7], [8], [9], [10], [12], [13], [15], [16, 33], [11, 18], [19, 29], [20], [21, 25, 35], [22], [23], [24], [14, 26], [27, 28], [31], [32], [34], [36], [37], [38], [17, 39]]",2075.575294,32.55,0,0,49494,32.51,1041.37,32.55,0,541.44
IntraEnvy_M2,blb033,40,2,2,"[25, 33]","[[0, 4, 8, 9, 11, 12, 14, 15, 16, 18, 24, 25, 27, 29, 30, 34, 39], [1, 2, 3, 5, 6, 7, 10, 13, 17, 19, 20, 21, 22, 23, 26, 28, 31, 32, 33, 35, 36, 37, 38]]",12.69078302,6984.84,0,0,863,1411.92,15624.2,6984.84,0,19734.86
IntraEnvy_M2,blb033,40,3,2,"[5, 11, 36]","[[5, 10, 14, 16, 20, 26, 32, 34, 35], [0, 4, 6, 8, 9, 11, 12, 13, 15, 17, 18, 19, 23, 24, 25, 27, 28, 29, 30, 33, 37, 39], [1, 2, 3, 7, 21, 22, 31, 36, 38]]",939.684921,3563.59,0,0,5076,949.97,12760.91,3563.59,0,13071.58
IntraEnvy_M2,blb033,40,5,2,"[11, 13, 16, 35, 36]","[[0, 9, 11, 12, 15, 25, 30, 33, 39], [4, 6, 13, 17, 18, 19, 23, 24, 27, 28, 29, 37], [8, 14, 16, 34], [5, 10, 20, 26, 32, 35], [1, 2, 3, 7, 21, 22, 31, 36, 38]]",7564.804576,1565.72,0,0.149330659,53993,677.66,9596.58,1565.72,0,7730.15
IntraEnvy_M2,blb033,40,7,2,"[13, 14, 15, 30, 35, 36, 37]","[[4, 6, 13, 18, 19, 27, 33], [14, 16, 34], [11, 12, 15], [0, 8, 9, 25, 30, 39], [5, 10, 20, 26, 32, 35], [1, 2, 3, 7, 21, 22, 31, 36, 38], [17, 23, 24, 28, 29, 37]]",8025.839979,829.38,0,0.371461643,139761,455.68,8191.36,829.38,0,5556.31
IntraEnvy_M2,blb033,40,10,2,"[2, 4, 6, 11, 14, 22, 26, 30, 32, 37]","[[1, 2, 7, 21, 31], [4, 18, 27], [6, 19, 33], [11, 12, 13, 15], [14, 16, 34], [3, 22, 36, 38], [10, 20, 26], [0, 8, 9, 25, 30, 39], [5, 32, 35], [17, 23, 24, 28, 29, 37]]",7213.149616,393.03,0,0.712645981,191582,257.92,4257.62,393.03,0,3566.56
IntraEnvy_M2,blb033,40,15,2,"[2, 4, 6, 8, 9, 14, 15, 21, 22, 23, 24, 25, 26, 32, 37]","[[1, 2, 7, 31], [4, 18, 27], [6, 19, 33], [8], [0, 9, 30], [14, 16, 34], [11, 12, 15], [21, 36, 38], [3, 22], [13, 23], [24, 29], [25, 39], [10, 20, 26], [5, 32, 35], [17, 28, 37]]",7774.01074,207.4,0,0.706915097,362080,175.81,3708.49,207.4,0,2168.24
IntraEnvy_M2,blb033,40,20,2,"[2, 5, 6, 8, 9, 11, 15, 16, 18, 20, 21, 22, 23, 25, 26, 27, 29, 34, 35, 37]","[[1, 2, 7, 31], [5, 32], [6, 19, 33], [8], [0, 9, 30], [11, 13], [12, 15], [14, 16], [4, 18], [20], [21, 36, 38], [3, 22], [23], [25, 39], [10, 26], [27], [24, 29], [34], [35], [17, 28, 37]]",7812.243079,124.56,0,0.569230358,770899,118.82,2867.86,124.56,0,1423.51
IntraEnvy_M2,blb033,40,25,2,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 20, 21, 22, 23, 24, 27, 33, 34, 35, 37, 38, 39]","[[1], [2, 7, 31], [3], [5, 32], [6, 19], [8], [0, 9, 30], [10, 26], [11], [12, 15], [13], [14, 16], [4, 18], [20], [21, 36], [22], [23], [24, 29], [27], [33], [34], [35], [17, 28, 37], [38], [25, 39]]",7365.345331,77.77,0,0.44811624,563703,75.65,2078.37,77.77,0,939.53
IntraEnvy_M2,blb033,40,30,2,"[0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21, 22, 23, 26, 27, 29, 32, 33, 34, 35, 37, 38, 39]","[[0], [1], [2, 31], [3], [4], [7], [8], [9, 30], [10], [11], [12], [13], [15], [14, 16], [18], [6, 19], [20], [21, 36], [22], [23], [26], [27], [24, 29], [5, 32], [33], [34], [35], [17, 28, 37], [38], [25, 39]]",1182.723058,44.18,0,0,166921,43.47,1374.95,44.18,0,724.41
IntraEnvy_M2,blb034,40,2,2,"[13, 15]","[[1, 3, 5, 6, 9, 10, 13, 17, 18, 19, 24, 28, 30, 31, 34, 35, 36, 37], [0, 2, 4, 7, 8, 11, 12, 14, 15, 16, 20, 21, 22, 23, 25, 26, 27, 29, 32, 33, 38, 39]]",924.5790031,6523.27,0,0,829,1283.01,14944.11,6523.27,0,11450.71
IntraEnvy_M2,blb034,40,3,2,"[1, 15, 24]","[[1, 5, 6, 10, 12, 17, 18, 33], [2, 4, 7, 8, 11, 14, 15, 16, 20, 21, 22, 23, 25, 26, 27, 29, 36, 38, 39], [0, 3, 9, 13, 19, 24, 28, 30, 31, 32, 34, 35, 37]]",41.48054886,3549.77,0,0,5515,945.33,10605.33,3549.77,0,8890.29
IntraEnvy_M2,blb034,40,5,2,"[3, 5, 9, 16, 20]","[[3, 19, 30, 31, 34, 35], [1, 5, 6, 10, 17, 18], [0, 9, 13, 24, 28, 32, 36, 37], [2, 4, 11, 14, 15, 16, 23, 25, 27, 29, 38], [7, 8, 12, 20, 21, 22, 26, 33, 39]]",4977.663828,1248.51,0,0,28238,552.62,6891.24,1248.51,0,5776.58
IntraEnvy_M2,blb034,40,7,2,"[3, 5, 16, 20, 24, 27, 37]","[[3, 30, 31, 34, 35], [1, 5, 6, 10, 17, 18], [4, 15, 16, 23, 29], [7, 8, 12, 20, 21, 22, 26, 33, 39], [0, 19, 24, 32], [2, 11, 27, 38], [9, 13, 14, 25, 28, 36, 37]]",7295.267811,782.41,0,0.540627463,115272,464.01,6507.27,782.41,0,4573.38
IntraEnvy_M2,blb034,40,10,2,"[6, 10, 12, 16, 20, 27, 30, 32, 34, 37]","[[1, 6, 18], [5, 10, 17], [12, 21, 33], [4, 15, 16, 23, 29], [7, 8, 20, 22, 26, 39], [2, 11, 27, 38], [3, 30, 35], [0, 24, 32], [19, 31, 34], [9, 13, 14, 25, 28, 36, 37]]",7456.604661,435.66,0,0.736250746,187017,288.66,4815.08,435.66,0,3381.9
IntraEnvy_M2,blb034,40,15,2,"[4, 6, 8, 9, 10, 12, 22, 24, 25, 27, 29, 30, 32, 34, 36]","[[4, 15, 16], [1, 6, 18], [8, 20, 39], [9, 28, 37], [5, 10, 17], [12, 21, 33], [7, 22, 26], [24], [14, 23, 25], [2, 27], [11, 29, 38], [3, 30, 35], [0, 32], [19, 31, 34], [13, 36]]",7959.651288,195.9699992,0,0.718735144,180208,167.92,3593.9,195.97,0,2031.49
IntraEnvy_M2,blb034,40,20,2,"[2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 19, 20, 22, 24, 25, 27, 30, 31, 32]","[[2], [4, 16], [5], [1, 6, 18], [8, 39], [9, 28, 37], [10, 17], [11, 29, 38], [12, 21, 33], [13, 36], [15], [19], [20], [7, 22, 26], [24], [14, 23, 25], [27], [3, 30, 35], [31, 34], [0, 32]]",7333.76719,113.87,0,0.63781798,362398,107.34,2600.74,113.87,0,1493.41
