Model,instance,n,p,d,Plants,Clusters,Time,obj,lproot,MIPGAP,Nodes,Median,Envy,IntraEnvy,ValidInequalities,IntraEnvyNew
Median,blb049,50,2,3,"[24, 45]","[[0, 2, 3, 6, 7, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 22, 24, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 46, 48, 49], [1, 4, 5, 8, 14, 17, 21, 23, 25, 28, 31, 44, 45, 47]]",0.02862215,2523.77,2523.77,0,1,2523.77,31135.05,14924.37,0,33697.27
Median,blb049,50,3,3,"[16, 26, 45]","[[0, 4, 5, 10, 11, 15, 16, 20, 24, 27, 30, 33, 36, 39, 40, 41, 42, 49], [2, 3, 6, 7, 9, 12, 13, 18, 19, 22, 26, 29, 32, 34, 35, 37, 38, 43, 46, 48], [1, 8, 14, 17, 21, 23, 25, 28, 31, 44, 45, 47]]",0.026283026,2016.56,2016.56,0,1,2016.56,35277.72,11720.4,0,16980.51
Median,blb049,50,5,3,"[16, 26, 33, 45, 49]","[[0, 4, 10, 11, 15, 16, 20, 36, 39, 41], [2, 3, 6, 7, 9, 12, 18, 19, 26, 32, 37, 38, 43, 46], [22, 24, 27, 29, 33, 35, 40, 48], [1, 8, 14, 17, 21, 28, 31, 44, 45, 47], [5, 13, 23, 25, 30, 34, 42, 49]]",0.02104497,1387.02,1387.02,0,1,1387.02,24167.68,4719.46,0,10031.01
Median,blb049,50,7,3,"[2, 5, 16, 32, 33, 45, 46]","[[2, 6, 9], [5, 23, 25, 30, 42, 49], [0, 4, 10, 15, 16, 20, 36, 39, 41], [3, 11, 32, 43], [22, 24, 27, 29, 33, 35, 40, 48], [1, 8, 14, 17, 21, 28, 31, 44, 45, 47], [7, 12, 13, 18, 19, 26, 34, 37, 38, 46]]",0.020335913,1041.71,1041.71,0,1,1041.71,18250.77,2580.9,0,8231.81
Median,blb049,50,10,3,"[2, 5, 27, 32, 35, 36, 41, 45, 46, 48]","[[2, 6, 9], [5, 23, 25, 30, 42, 49], [27, 33, 40], [3, 11, 32, 43], [24, 35, 37], [15, 20, 36], [0, 4, 10, 16, 39, 41], [1, 8, 14, 17, 21, 28, 31, 44, 45, 47], [7, 12, 13, 18, 19, 26, 34, 38, 46], [22, 29, 48]]",0.018739939,703.66,703.66,0,1,703.66,14184.68,1580.37,0,6879.86
Median,blb049,50,15,3,"[2, 19, 21, 25, 27, 32, 35, 36, 38, 41, 44, 46, 47, 48, 49]","[[2, 6, 9], [13, 19, 34], [14, 17, 21], [23, 25], [27, 33, 40], [3, 11, 32, 43], [24, 35, 37], [15, 20, 36], [7, 26, 38], [0, 4, 10, 16, 39, 41], [1, 28, 44], [12, 18, 46], [8, 31, 45, 47], [22, 29, 48], [5, 30, 42, 49]]",0.016936064,429.35,429.35,0,1,429.35,9321.55,588.74,0,4108.82
Median,blb049,50,20,3,"[1, 2, 3, 8, 10, 13, 16, 21, 25, 27, 28, 32, 34, 35, 36, 38, 41, 46, 48, 49]","[[1], [2, 6, 9], [3], [8, 31, 47], [10], [13], [16], [14, 17, 21], [23, 25], [27, 33, 40], [28, 44, 45], [11, 32, 43], [19, 34], [24, 35, 37], [15, 20, 36], [7, 26, 38], [0, 4, 39, 41], [12, 18, 46], [22, 29, 48], [5, 30, 42, 49]]",0.01661396,329.91,329.91,0,1,329.91,8296.07,394.71,0,3312.43
Median,blb049,50,25,3,"[1, 2, 3, 6, 8, 10, 13, 14, 15, 16, 17, 20, 21, 25, 27, 28, 30, 32, 34, 35, 38, 41, 46, 48, 49]","[[1], [2, 9], [3], [6], [8, 31, 47], [10], [13], [14], [15], [16], [17], [20, 36], [21], [23, 25], [27, 33, 40], [28, 44, 45], [30], [11, 32, 43], [19, 34], [24, 35, 37], [7, 26, 38], [0, 4, 39, 41], [12, 18, 46], [22, 29, 48], [5, 42, 49]]",0.016824961,250.82,250.82,0,1,250.82,7239.32,296.93,0,2782.66
Median,blb049,50,30,3,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21, 23, 27, 28, 30, 33, 34, 35, 36, 38, 41, 43, 46, 48, 49]","[[1], [2], [3], [4], [5], [6], [8, 31, 47], [9], [10], [11, 32], [13], [14], [15], [16], [17], [21], [23, 25], [27, 40], [28, 44, 45], [30], [33], [19, 34], [24, 35, 37], [20, 36], [7, 26, 38], [0, 39, 41], [43], [12, 18, 46], [22, 29, 48], [42, 49]]",0.016464949,183.75,183.75,0,1,183.75,6047.43,209.82,0,2095.46
Median,blb049,50,35,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 20, 21, 23, 24, 26, 27, 28, 30, 32, 33, 34, 35, 39, 40, 43, 44, 46, 48, 49]","[[0, 41], [1], [2], [3], [4], [5], [6], [7, 38], [8, 31, 47], [9], [10], [13], [14], [15], [16], [17], [20, 36], [21], [23, 25], [24], [26], [27], [28, 45], [30], [11, 32], [33], [19, 34], [35, 37], [39], [40], [43], [44], [12, 18, 46], [22, 29, 48], [42, 49]]",0.016576052,124.62,124.62,0,1,124.62,4628.24,131.5,0,1617
Median,blb049,50,40,3,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 27, 28, 30, 32, 33, 34, 35, 37, 39, 40, 42, 43, 44, 48, 49]","[[0, 41], [1], [2], [3], [4], [5], [6], [7, 38], [8, 31, 47], [9], [10], [11], [12, 46], [13], [14], [15], [16], [17], [18], [19], [20, 36], [21], [23, 25], [24], [26], [27], [28, 45], [30], [32], [33], [34], [35], [37], [39], [40], [42], [43], [44], [22, 29, 48], [49]]",0.016259909,72.32,72.32,0,1,72.32,2990.2,75.78,0,1232.3
Median,blb050,50,2,3,"[15, 47]","[[0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 30, 31, 32, 35, 36, 37, 38, 40, 42, 43, 45, 46], [6, 8, 13, 21, 27, 28, 29, 33, 34, 39, 41, 44, 47, 48, 49]]",0.025316954,2131.55,2131.55,0,1,2131.55,34695.45,18793,0,17709.7
Median,blb050,50,3,3,"[3, 15, 47]","[[3, 7, 9, 26, 28, 33, 36, 42], [0, 1, 2, 4, 5, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 30, 31, 32, 35, 37, 38, 40, 43, 45, 46], [6, 8, 13, 21, 27, 29, 34, 39, 41, 44, 47, 48, 49]]",0.052445173,1753.23,1753.23,0,1,1753.23,28258.65,10479.51,0,13185.79
Median,blb050,50,5,3,"[0, 3, 12, 21, 40]","[[0, 2, 4, 11, 14, 15, 16, 17, 18, 19, 22, 23, 24, 25, 30, 31, 32, 37, 38], [3, 7, 9, 26, 28, 33, 36, 42], [6, 8, 12, 27, 39, 44], [13, 21, 29, 34, 41, 47, 48, 49], [1, 5, 10, 20, 35, 40, 43, 45, 46]]",0.020936966,1115.34,1115.34,0,1,1115.34,18543.52,4144.11,0,10337.55
Median,blb050,50,7,3,"[0, 12, 21, 32, 33, 36, 40]","[[0, 2, 4, 15, 16, 17, 18, 19, 22, 23, 24, 30, 31, 37, 38], [6, 8, 12, 27, 39, 44], [13, 21, 29, 34, 47, 48, 49], [11, 14, 25, 32], [28, 33, 41], [3, 7, 9, 26, 36, 42], [1, 5, 10, 20, 35, 40, 43, 45, 46]]",0.068657875,897.69,897.29,0,1,897.69,15558.37,2551.09,0,8999
Median,blb050,50,10,3,"[2, 6, 8, 14, 19, 21, 26, 33, 40, 42]","[[2, 4, 17, 22, 24, 25, 30, 37], [6, 12, 39], [8, 27, 44], [11, 14, 32], [0, 15, 16, 18, 19, 23, 31, 38], [13, 21, 29, 34, 47, 48, 49], [3, 9, 26], [28, 33, 41], [1, 5, 10, 20, 35, 40, 43, 45, 46], [7, 36, 42]]",0.020151138,651.78,651.78,0,1,651.78,11918.12,1249.42,0,7512.29
Median,blb050,50,15,3,"[0, 6, 8, 14, 16, 20, 21, 24, 26, 33, 37, 40, 42, 43, 48]","[[0, 15, 18, 19, 22, 23], [6, 12, 39], [8, 27, 44], [11, 14, 32], [16, 31, 38], [20, 35, 46], [13, 21, 47, 49], [17, 24, 25], [3, 9, 26], [28, 33, 41], [2, 4, 30, 37], [5, 10, 40], [7, 36, 42], [1, 43, 45], [29, 34, 48]]",0.031246901,414.86,414.86,0,1,414.86,8753.88,525.75,0,3727.78
Median,blb050,50,20,3,"[0, 1, 3, 4, 6, 8, 9, 14, 16, 20, 21, 24, 28, 29, 34, 37, 40, 41, 42, 45]","[[0, 15, 18, 19, 22, 23], [1, 10, 43], [3], [4], [6, 12, 39], [8, 27, 44], [9, 26], [11, 14, 32], [16, 31, 38], [20, 35, 46], [13, 21, 47, 49], [17, 24, 25], [28], [29], [34, 48], [2, 30, 37], [5, 40], [33, 41], [7, 36, 42], [45]]",0.01651597,318.53,318.53,0,1,318.53,7605.99,382.2,0,3051.54
Median,blb050,50,25,3,"[1, 3, 4, 5, 6, 8, 9, 11, 16, 18, 20, 21, 22, 23, 24, 26, 28, 29, 32, 33, 34, 37, 42, 45, 49]","[[1, 10, 43], [3], [4], [5, 40], [6, 12, 39], [8, 27, 44], [9], [11], [16, 31, 38], [0, 18, 19], [20, 35, 46], [13, 21, 47], [15, 22], [23], [17, 24, 25], [26], [28], [29], [14, 32], [33, 41], [34, 48], [2, 30, 37], [7, 36, 42], [45], [49]]",0.016756058,246.78,246.78,0,1,246.78,6894.18,265.68,0,2458.9
Median,blb050,50,30,3,"[3, 4, 5, 6, 8, 9, 10, 11, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 28, 29, 32, 33, 34, 37, 40, 41, 42, 43, 45, 49]","[[3], [4], [5], [6, 12, 39], [8, 27, 44], [9], [10], [11], [15], [16, 31, 38], [17, 24], [0, 18, 19], [20, 35, 46], [13, 21, 47], [22], [23], [25], [26], [28], [29], [14, 32], [33], [34, 48], [2, 30, 37], [40], [41], [7, 36, 42], [1, 43], [45], [49]]",0.016802073,183.65,183.65,0,1,183.65,5883.99,195.64,0,1975.73
Median,blb050,50,35,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 28, 29, 30, 31, 33, 34, 36, 37, 40, 41, 43, 45, 49]","[[1], [2], [3], [4], [5], [6, 12, 39], [7, 42], [8, 27, 44], [9], [10], [11], [14, 32], [15], [16, 38], [17, 24], [0, 18, 19], [20, 35, 46], [13, 21, 47], [22], [23], [25], [26], [28], [29], [30], [31], [33], [34, 48], [36], [37], [40], [41], [43], [45], [49]]",0.016395092,127.33,127.33,0,1,127.33,4618.35,134.54,0,1474.29
Median,blb050,50,40,3,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 45, 49]","[[1], [2], [3], [4], [5], [6, 12], [7], [8, 44], [9], [10], [11], [14, 32], [15], [16], [17, 24], [0, 18], [19], [20, 35, 46], [13, 21, 47], [22], [23], [25], [26], [27], [28], [29], [30], [31], [33], [34, 48], [36], [37], [38], [39], [40], [41], [42], [43], [45], [49]]",0.016260147,78.13,78.13,0,1,78.13,3175.95,79.03,0,848.76
Envy,rnd001,10,2,2,"[4, 5]","[[2, 3, 4, 7, 8, 9], [0, 1, 5, 6]]",0.050857067,863.78,863.78,0,1,257.38,863.78,428.48,0,765.85
Envy,rnd001,10,3,2,"[1, 2, 3]","[[1, 5], [0, 2, 6, 7, 9], [3, 4, 8]]",0.073882103,754.27,617.5195593,0,1,169.07,754.27,266.22,0,618.6
Envy,rnd001,10,5,2,"[2, 3, 5, 8, 9]","[[0, 2, 6, 7], [3, 4], [1, 5], [8], [9]]",0.036641836,510.62,342.32,0,1,92.46,510.62,104.8,0,432.2
Envy,rnd002,10,2,2,"[1, 8]","[[0, 1, 2, 3, 4, 5, 6, 7, 9], [8]]",0.037244081,899.66,798.8815682,0,1,254.96,899.66,644.7,0,1859.64
Envy,rnd002,10,3,2,"[1, 5, 8]","[[0, 1, 2, 3, 4, 6, 7], [5, 9], [8]]",0.084687948,819.16,781.0490445,0,67,196.48,819.16,382.46,0,1233.72
Envy,rnd002,10,5,2,"[1, 3, 7, 8, 9]","[[0, 1, 6], [3], [2, 4, 7], [8], [5, 9]]",0.024364948,530.35,520.44,0,1,87.69,530.35,105.62,0,464.34
Envy,rnd003,10,2,2,"[2, 3]","[[0, 2, 6, 8], [1, 3, 4, 5, 7, 9]]",0.036684036,1046.4,1046.4,0,1,382.26,1046.4,522.78,0,743.29
Envy,rnd003,10,3,2,"[1, 5, 6]","[[1, 3, 7], [5, 9], [0, 2, 4, 6, 8]]",0.056984901,899.38,791.0090688,0,1,212.56,899.38,265.28,0,640.07
Envy,rnd003,10,5,2,"[1, 3, 6, 7, 9]","[[1], [3], [0, 2, 4, 6, 8], [7], [5, 9]]",0.06731391,718.81,543.7,0,85,127.43,718.81,170.9,0,398.83
Envy,rnd004,10,2,2,"[0, 8]","[[0, 1, 2, 4, 5, 7, 9], [3, 6, 8]]",0.026062965,818.89,760.8582799,0,1,150.19,818.89,367.86,0,1836.7
Envy,rnd004,10,3,2,"[0, 3, 8]","[[0, 1, 2, 4, 5, 7, 9], [3], [6, 8]]",0.03173399,490.18,440.015656,0,1,93,490.18,261.75,0,1724.93
Envy,rnd004,10,5,2,"[2, 3, 4, 5, 6]","[[0, 2, 7, 9], [3], [1, 4], [5], [6, 8]]",0.020938158,224.86,168.46,0,1,38.72,224.86,44.14,0,798.68
Envy,rnd005,10,2,2,"[4, 6]","[[0, 1, 4, 7, 8, 9], [2, 3, 5, 6]]",0.043891907,977.86,726.8985773,0,1,330.28,977.86,481.48,0,1010.98
Envy,rnd005,10,3,2,"[2, 4, 6]","[[2], [0, 1, 4, 7, 8, 9], [3, 5, 6]]",0.097532034,989.75,845.4383771,0,64,271.31,989.75,375.28,0,735.35
Envy,rnd005,10,5,2,"[0, 2, 5, 8, 9]","[[0, 3, 7], [2], [5, 6], [1, 4, 8], [9]]",0.042072058,748.34,663.45,0,1,134.14,748.34,151.59,0,325.66
Envy,rnd006,10,2,3,"[4, 8]","[[0, 1, 3, 4, 5, 6, 7, 9], [2, 8]]",0.037829161,1538.19,1133.995004,0,1,491.55,1538.19,932.31,0,1307.89
Envy,rnd006,10,3,3,"[1, 2, 5]","[[0, 1, 3, 4, 6, 9], [2, 8], [5, 7]]",0.069421053,1192.13,1101.854993,0,1,297.17,1192.13,431.27,0,892.04
Envy,rnd006,10,5,3,"[1, 2, 5, 6, 8]","[[0, 1, 3, 4, 9], [2], [5, 7], [6], [8]]",0.040774107,971.58,814.731958,0,1,180.12,971.58,220.98,0,456.9
Envy,rnd007,10,2,3,"[5, 6]","[[2, 3, 5], [0, 1, 4, 6, 7, 8, 9]]",0.046095133,1696.03,1696.03,0,1,590.63,1696.03,931.64,0,1368.16
Envy,rnd007,10,3,3,"[2, 3, 6]","[[2, 7, 8], [3, 5], [0, 1, 4, 6, 9]]",0.116718054,1850.51,1661.321522,0,96,459.05,1850.51,642.28,0,925.72
Envy,rnd007,10,5,3,"[1, 2, 3, 4, 5]","[[0, 1, 6], [2, 7, 8], [3], [4, 9], [5]]",0.058007002,1316.68,964.6863431,0,63,227.56,1316.68,259.32,0,546.01
Envy,rnd008,10,2,3,"[1, 3]","[[0, 1, 2, 4, 7], [3, 5, 6, 8, 9]]",0.047277927,1641.4,1620.463575,0,1,513.72,1641.4,804.28,0,1434.86
Envy,rnd008,10,3,3,"[0, 2, 3]","[[0, 1, 7], [2, 4], [3, 5, 6, 8, 9]]",0.101006985,1629.31,1037.183997,0,70,405.97,1629.31,572.32,0,1143.57
Envy,rnd008,10,5,3,"[0, 3, 4, 6, 9]","[[0, 1, 7], [3, 5, 8], [2, 4], [6], [9]]",0.063999176,1370.99,1107.304623,0,104,249.15,1370.99,280.5,0,644.51
Envy,rnd009,10,2,3,"[4, 5]","[[4, 6, 8, 9], [0, 1, 2, 3, 5, 7]]",0.037781954,1657.82,1286.279059,0,1,520,1657.82,844.94,0,1425.64
Envy,rnd009,10,3,3,"[2, 4, 5]","[[0, 2, 9], [4, 6, 8], [1, 3, 5, 7]]",0.106486082,1679,1436.33666,0,76,420.2,1679,545.48,0,844.16
Envy,rnd009,10,5,3,"[0, 1, 3, 6, 8]","[[0, 2], [1], [3, 5, 7], [6], [4, 8, 9]]",0.034000158,1221.68,827.0448217,0,1,202.8,1221.68,232.01,0,519.71
Envy,rnd010,10,2,3,"[5, 6]","[[1, 2, 3, 4, 5, 7], [0, 6, 8, 9]]",0.058501959,1705.83,1459.038919,0,1,649.35,1705.83,868.15,0,1017.68
Envy,rnd010,10,3,3,"[0, 1, 5]","[[0], [1, 7, 8, 9], [2, 3, 4, 5, 6]]",0.11237216,1784.09,1656.64,0,117,437.83,1784.09,628.35,0,696.42
Envy,rnd010,10,5,3,"[0, 1, 2, 3, 4]","[[0], [1, 8, 9], [2], [3], [4, 5, 6, 7]]",0.07804203,1498.64,1313.021019,0,116,250.54,1498.64,366.49,0,404.1
Envy,rnd011,20,2,2,"[6, 18]","[[0, 4, 5, 6, 7, 8, 11, 15, 19], [1, 2, 3, 9, 10, 12, 13, 14, 16, 17, 18]]",1.585366011,3877.91,3144.43155,0,47,822.29,3877.91,1929.24,0,2988.84
Envy,rnd011,20,3,2,"[6, 10, 13]","[[0, 4, 5, 6, 15, 19], [1, 2, 7, 10, 11, 14, 18], [3, 8, 9, 12, 13, 16, 17]]",1.541764021,3480.31,2009.347325,0,291,553.35,3480.31,1087.46,0,2918.5
Envy,rnd011,20,5,2,"[11, 13, 14, 15, 16]","[[0, 2, 5, 7, 11], [8, 9, 12, 13, 17], [1, 10, 14], [4, 6, 15, 19], [3, 16, 18]]",1.446152925,2666.41,983.4062156,0,790,345.21,2666.41,529.68,0,1649.93
Envy,rnd011,20,7,2,"[1, 3, 5, 7, 9, 10, 15]","[[1, 14], [3, 12, 16], [5], [0, 7, 11], [8, 9, 13, 17], [2, 10, 18], [4, 6, 15, 19]]",1.487174034,2490.73,698.5436651,0,4601,262.09,2490.73,327.86,0,1194.61
Envy,rnd011,20,10,2,"[0, 2, 3, 4, 5, 6, 9, 12, 14, 18]","[[0, 7, 11], [2, 10], [3, 16], [4, 15, 19], [5], [6], [8, 9, 13], [12, 17], [1, 14], [18]]",0.795928955,1720.46,664.4721008,0,2293,137.92,1720.46,171.75,0,807.58
Envy,rnd012,20,2,2,"[15, 18]","[[0, 1, 7, 13, 15, 17], [2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 16, 18, 19]]",1.023859978,3333.24,2691.173452,0,1,768.18,3333.24,1886.8,0,4409.35
Envy,rnd012,20,3,2,"[0, 9, 18]","[[0, 1, 5, 7, 13, 14, 15, 17], [4, 6, 9, 11, 12, 19], [2, 3, 8, 10, 16, 18]]",1.410118103,3294.45,1962.869796,0,257,553.99,3294.45,1045.87,0,2871.91
Envy,rnd012,20,5,2,"[0, 2, 3, 18, 19]","[[0, 1, 14, 15, 17], [2, 5, 6, 13], [3, 7, 10], [8, 16, 18], [4, 9, 11, 12, 19]]",2.217571974,2911.35,829.3594779,0,2079,366.11,2911.35,552.88,0,1875.05
Envy,rnd012,20,7,2,"[1, 3, 6, 12, 15, 17, 18]","[[1, 13], [3, 7, 10], [2, 6], [4, 9, 11, 12, 19], [15], [0, 5, 14, 17], [8, 16, 18]]",1.026265144,2260.73,873.2805531,0,1623,218.89,2260.73,317.49,0,1174.67
Envy,rnd012,20,10,2,"[1, 3, 6, 7, 8, 9, 11, 15, 17, 18]","[[1, 13], [3, 10], [2, 6], [7], [8], [9, 19], [4, 11, 12], [15], [0, 5, 14, 17], [16, 18]]",1.221611977,1624.67,730.0148623,0,4373,128.63,1624.67,150.7,0,813.24
Envy,rnd013,20,2,2,"[10, 15]","[[0, 1, 2, 6, 7, 8, 9, 10, 11, 14, 16, 18, 19], [3, 4, 5, 12, 13, 15, 17]]",1.377746105,3950.21,3470.8027,0,1,717.53,3950.21,2145.74,0,4153.96
Envy,rnd013,20,3,2,"[15, 18, 19]","[[3, 4, 5, 12, 13, 15], [6, 9, 11, 16, 17, 18], [0, 1, 2, 7, 8, 10, 14, 19]]",1.590325117,3316.62,2028.704353,0,269,549.04,3316.62,1068.36,0,3108.72
Envy,rnd013,20,5,2,"[0, 5, 9, 14, 17]","[[0, 2, 11], [3, 4, 5, 15], [9], [1, 7, 8, 10, 14, 19], [6, 12, 13, 16, 17, 18]]",1.506895065,2669.2,1090.38013,0,676,362.62,2669.2,601.37,0,2044.5
Envy,rnd013,20,7,2,"[0, 1, 5, 9, 13, 14, 16]","[[0, 2, 11], [1], [3, 4, 5, 15], [9], [12, 13], [7, 8, 10, 14, 19], [6, 16, 17, 18]]",1.131673098,2243.68,885.10301,0,1125,251.5,2243.68,319.92,0,1332.8
Envy,rnd013,20,10,2,"[1, 2, 3, 6, 8, 9, 12, 15, 16, 19]","[[1], [0, 2, 10], [3, 4, 5], [6, 11], [7, 8, 14], [9], [12, 13], [15], [16, 17, 18], [19]]",0.687103987,1709.09,446.8516211,0,1349,137.37,1709.09,173.25,0,996.96
Envy,rnd014,20,2,2,"[2, 17]","[[1, 2, 3, 4, 5, 6, 8, 11, 12, 15, 16], [0, 7, 9, 10, 13, 14, 17, 18, 19]]",1.715930939,3828.53,3500.584358,0,1,724.21,3828.53,1893.76,0,3715.66
Envy,rnd014,20,3,2,"[4, 15, 17]","[[3, 4, 16], [1, 2, 5, 6, 7, 8, 11, 12, 15], [0, 9, 10, 13, 14, 17, 18, 19]]",1.361033201,3284.26,1514.300425,0,220,525.22,3284.26,1150.5,0,3681.72
Envy,rnd014,20,5,2,"[4, 9, 10, 15, 18]","[[3, 4, 16], [9, 14, 17, 19], [10], [1, 2, 6, 8, 11, 12, 15], [0, 5, 7, 13, 18]]",1.307111025,2408.77,749.9432807,0,498,366.39,2408.77,497.74,0,1918.46
Envy,rnd014,20,7,2,"[0, 4, 5, 7, 9, 10, 15]","[[0, 13, 18], [3, 4, 16], [5], [7, 11], [9, 14, 17, 19], [10], [1, 2, 6, 8, 12, 15]]",1.337203026,2242.83,921.5481078,0,1979,290.83,2242.83,338.9,0,1590.44
Envy,rnd014,20,10,2,"[0, 3, 5, 6, 10, 11, 12, 14, 16, 17]","[[0, 13, 18], [2, 3], [5], [1, 6, 15], [10], [7, 11], [8, 12], [14, 19], [4, 16], [9, 17]]",1.123409033,2044.43,596.3052095,0,3795,168.73,2044.43,181.54,0,778.66
Envy,rnd015,20,2,2,"[5, 6]","[[2, 3, 5, 7, 8, 9, 10, 11, 12, 19], [0, 1, 4, 6, 13, 14, 15, 16, 17, 18]]",1.52126503,3782.41,3598.763739,0,62,757.21,3782.41,1826.79,0,3291.42
Envy,rnd015,20,3,2,"[5, 6, 15]","[[2, 5, 7, 8, 10, 11, 12, 19], [1, 4, 6, 13, 16, 17, 18], [0, 3, 9, 14, 15]]",1.677572012,3643.08,1595.585515,0,342,596.12,3643.08,1095.85,0,2149.55
Envy,rnd015,20,5,2,"[1, 2, 4, 11, 14]","[[1, 6, 16], [2, 5, 7], [4, 10, 12, 18], [8, 11, 19], [0, 3, 9, 13, 14, 15, 17]]",1.636487961,2536.05,957.2110637,0,585,321.03,2536.05,481.33,0,1633.35
Envy,rnd015,20,7,2,"[1, 5, 7, 10, 11, 12, 14]","[[1, 6, 16], [5], [2, 7], [10], [8, 11, 19], [3, 4, 9, 12, 18], [0, 13, 14, 15, 17]]",1.256333828,2340.22,516.483463,0,3154,255.6,2340.22,340.87,0,1310.46
Envy,rnd015,20,10,2,"[2, 4, 5, 6, 9, 10, 11, 13, 15, 16]","[[2, 7], [4, 18], [5], [1, 6], [3, 9, 12], [10], [8, 11, 19], [13, 14, 17], [0, 15], [16]]",0.915278912,1626.67,782.1801766,0,2095,123.67,1626.67,139.09,0,588.15
Envy,rnd016,20,2,3,"[8, 17]","[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18], [1, 15, 17, 19]]",1.630733013,6442.38,4328.936849,0,94,1394.78,6442.38,4035,0,8348.33
Envy,rnd016,20,3,3,"[1, 2, 11]","[[1, 17, 19], [2, 4, 5, 6, 10, 12, 13, 14, 15, 18], [0, 3, 7, 8, 9, 11, 16]]",2.203519106,5762.85,2421.426619,0,440,1023.09,5762.85,2103.61,0,4025.69
Envy,rnd016,20,5,3,"[1, 8, 9, 12, 13]","[[1, 17, 19], [0, 8, 11, 14, 16], [7, 9], [3, 5, 6, 12, 15], [2, 4, 10, 13, 18]]",2.385555029,4927.83,1159.892456,0,1211,701.57,4927.83,993.04,0,2188.92
Envy,rnd016,20,7,3,"[1, 5, 7, 8, 11, 12, 13]","[[1, 17, 19], [2, 5, 14], [7, 9], [0, 8], [11, 16], [3, 6, 12, 15], [4, 10, 13, 18]]",1.985997915,4510.57,824.7868236,0,3469,529.65,4510.57,620.89,0,1427.05
Envy,rnd016,20,10,3,"[3, 5, 8, 9, 10, 11, 12, 13, 17, 19]","[[3], [2, 5, 14], [0, 8], [7, 9], [10], [11, 16], [6, 12, 15], [4, 13, 18], [1, 17], [19]]",2.232578039,4024.68,634.5692825,0,9102,371.16,4024.68,387.55,0,1005.99
Envy,rnd017,20,2,3,"[10, 19]","[[4, 5, 8, 10, 12, 14, 15, 18], [0, 1, 2, 3, 6, 7, 9, 11, 13, 16, 17, 19]]",1.801115036,5511.71,2881.733804,0,98,973.29,5511.71,2815.31,0,5557.55
Envy,rnd017,20,3,3,"[6, 11, 18]","[[0, 1, 2, 4, 6, 7, 8, 9, 13, 16, 19], [3, 11], [5, 10, 12, 14, 15, 17, 18]]",2.240847826,5069.47,2854.124351,0,479,824.23,5069.47,1836.87,0,3268.08
Envy,rnd017,20,5,3,"[6, 9, 10, 11, 15]","[[0, 6, 8, 16], [1, 2, 7, 9, 13, 19], [5, 10, 12, 18], [3, 11], [4, 14, 15, 17]]",2.636045933,4420.02,1705.133901,0,2288,542.36,4420.02,762.02,0,2319.81
Envy,rnd017,20,7,3,"[2, 3, 5, 6, 11, 15, 18]","[[1, 2, 7, 9, 13, 19], [3], [5], [0, 6, 8, 16], [11], [4, 14, 15, 17], [10, 12, 18]]",1.867203951,3687.44,776.9198353,0,4532,396.56,3687.44,573.47,0,2409.46
Envy,rnd017,20,10,3,"[2, 3, 5, 6, 8, 10, 11, 12, 14, 17]","[[1, 2, 7, 9, 13, 19], [3], [5], [0, 6, 16], [8], [10, 18], [11], [12], [4, 14, 15], [17]]",1.224318981,2830.2,521.246245,0,2170,249.72,2830.2,349.87,0,1780.01
Envy,rnd018,20,2,3,"[7, 19]","[[0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 16, 18], [1, 8, 12, 14, 15, 17, 19]]",1.822016001,5394.51,2977.946127,0,113,1120.95,5394.51,2793.14,0,5469.56
Envy,rnd018,20,3,3,"[12, 16, 17]","[[6, 10, 12, 13], [0, 2, 3, 4, 5, 7, 9, 11, 16, 18], [1, 8, 14, 15, 17, 19]]",2.05243206,5042.86,1791.095763,0,417,967.72,5042.86,1731.32,0,3863.21
Envy,rnd018,20,5,3,"[2, 5, 10, 17, 18]","[[0, 2, 3, 11], [4, 5, 9, 16], [10, 12, 13], [1, 8, 14, 15, 17, 19], [6, 7, 18]]",2.345598936,4417.7,985.5024035,0,1578,680.84,4417.7,889.94,0,2949.3
